user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,productivity_hours
5359,42,7.84,0.91,3.83,55,3.14,2.53,Medium,Instagram,0.322704081632653
5360,25,6.46,3.82,8.87,9,5.29,58.56,Medium,Snapchat,9.06501547987616
5361,47,4.29,2.4,3.15,119,7.69,40.31,Medium,Twitter,9.396270396270397
5362,41,2.31,1.45,6.13,106,4.59,42.92,Medium,YouTube,18.58008658008658
5363,40,5.5,5.44,7.64,96,8.03,11.22,High,Instagram,2.04
5364,26,1.31,2.2,7.74,19,6.08,35.88,Low,LinkedIn,27.389312977099237
5365,38,3.32,0.64,7.41,105,1.17,91.98,Low,Twitter,27.704819277108435
5366,49,5.76,3.64,6.18,63,2.19,7.41,Low,Instagram,1.2864583333333335
5367,38,5.6,2.83,6.91,38,6.15,97.52,Low,Snapchat,17.414285714285715
5368,44,1.49,2.89,7.2,85,2.45,84.95,Medium,LinkedIn,57.01342281879195
5369,46,7.48,3.84,5.97,98,6.47,21.1,High,Twitter,2.820855614973262
5370,22,7.05,5.52,6.57,114,5.01,70.84,Medium,LinkedIn,10.04822695035461
5371,48,1.86,5.12,8.08,27,7.21,10.0,High,Twitter,5.376344086021505
5372,36,11.37,7.53,4.88,99,3.62,16.81,Low,YouTube,1.4784520668425682
5373,17,2.09,4.38,6.14,29,8.39,49.31,Medium,Snapchat,23.5933014354067
5374,33,10.4,4.04,3.05,57,4.5,40.65,Medium,Snapchat,3.908653846153846
5375,48,1.0,2.1,7.12,69,8.17,81.69,Low,YouTube,81.69
5376,49,10.71,6.17,4.17,61,1.17,93.99,High,Twitter,8.775910364145657
5377,35,1.22,1.56,5.89,0,4.54,94.34,High,Twitter,77.32786885245902
5378,33,9.34,4.18,4.26,67,2.98,15.55,High,Snapchat,1.6648822269807282
5379,39,4.98,3.66,3.14,24,4.99,68.94,Medium,Instagram,13.843373493975902
5380,23,9.12,5.44,5.9,38,9.52,57.51,Medium,Twitter,6.30592105263158
5381,45,5.42,7.38,5.55,10,2.43,37.65,Medium,YouTube,6.946494464944649
5382,25,1.78,7.6,5.55,101,1.79,99.49,High,Snapchat,55.89325842696629
5383,38,9.44,1.76,4.25,58,1.53,46.15,Medium,YouTube,4.888771186440678
5384,26,1.78,2.46,8.68,36,2.11,66.87,High,YouTube,37.56741573033708
5385,17,11.14,6.59,3.02,75,1.56,50.78,Low,Twitter,4.55834829443447
5386,41,1.56,4.39,8.35,28,7.16,11.19,Medium,YouTube,7.1730769230769225
5387,48,6.27,3.9,7.42,97,2.06,14.97,Medium,Snapchat,2.3875598086124405
5388,28,8.95,5.83,4.03,81,2.78,75.26,Low,Instagram,8.408938547486034
5389,40,5.33,5.01,5.83,117,6.81,80.37,Low,Snapchat,15.078799249530958
5390,19,3.39,7.78,8.93,8,5.02,37.02,High,LinkedIn,10.920353982300885
5391,34,9.35,4.88,6.86,45,1.49,7.63,Low,Snapchat,0.8160427807486631
5392,33,9.63,3.99,3.76,75,9.74,95.74,Medium,LinkedIn,9.94184839044652
5393,45,11.15,4.57,5.75,8,6.4,50.21,Low,Twitter,4.503139013452914
5394,34,5.14,6.56,5.81,64,6.52,14.28,Low,LinkedIn,2.7782101167315174
5395,38,6.57,5.1,7.81,70,8.67,20.65,Medium,Instagram,3.1430745814307453
5396,31,4.99,5.35,8.5,102,9.18,5.49,High,Twitter,1.1002004008016033
5397,16,3.83,7.79,3.49,41,1.51,71.28,Medium,Instagram,18.610966057441253
5398,27,9.26,5.14,4.88,33,1.62,70.71,Medium,LinkedIn,7.636069114470842
5399,39,4.74,3.35,4.79,95,7.99,60.65,Low,Twitter,12.795358649789028
5400,49,5.71,5.68,8.98,27,7.26,55.08,Low,LinkedIn,9.646234676007005
5401,23,5.44,5.45,6.36,89,2.95,38.77,Medium,YouTube,7.126838235294118
5402,33,8.84,0.6,8.28,99,3.89,95.11,Low,Instagram,10.759049773755656
5403,20,11.1,4,5.56,60,6.5,80.25,High,YouTube,7.22972972972973
5404,41,8.33,6.07,7.34,39,8.1,90.85,Low,Instagram,10.906362545018007
5405,45,6.19,4.24,4.72,53,6.43,31.85,High,Instagram,5.145395799676898
5406,28,9.57,6.35,8.47,58,8.13,97.85,Medium,Twitter,10.224660397074189
5407,34,8.05,3.88,5.73,77,3.06,17.37,Low,YouTube,2.1577639751552793
5408,44,1.67,7.87,7.82,44,3.98,6.57,Low,LinkedIn,3.9341317365269464
5409,18,2.05,2.7,4.53,94,1.91,32.66,High,Twitter,15.93170731707317
5410,41,1.42,1.19,7.16,79,9.86,20.93,High,Instagram,14.73943661971831
5411,27,6.02,3.73,5.43,38,8.28,52.23,Medium,LinkedIn,8.67607973421927
5412,17,10.08,4.56,3.19,41,7.44,35.67,Medium,Instagram,3.5386904761904763
5413,26,4.44,3.12,5.48,10,2.75,18.0,Medium,Instagram,4.0540540540540535
5414,43,5.23,2.32,6.3,74,7.29,84.58,Medium,LinkedIn,16.17208413001912
5415,33,11.0,5.54,3.91,37,8.76,51.29,High,Snapchat,4.662727272727273
5416,28,10.21,3.33,4.1,56,8.29,11.84,Low,LinkedIn,1.1596474045053868
5417,37,8.32,5.24,5.79,11,7.79,8.46,Low,Twitter,1.0168269230769231
5418,27,3.93,6.34,5.06,41,4.48,38.93,Medium,LinkedIn,9.905852417302798
5419,17,2.29,6.21,5.64,62,7.9,90.89,Low,Twitter,39.68995633187773
5420,22,1.18,3.31,5.76,8,5.36,51.29,Medium,YouTube,43.46610169491525
5421,41,2.18,4.76,3.84,21,4.64,14.77,Low,LinkedIn,6.775229357798165
5422,41,4.22,3.87,4.09,37,9.68,25.42,Low,YouTube,6.023696682464456
5423,39,7.07,7.03,8.09,72,2.32,5.9,Low,LinkedIn,0.8345120226308346
5424,27,1.7,7.09,3.98,56,8.78,83.35,Low,Twitter,49.02941176470588
5425,31,2.5,3.08,7.0,66,3.9,94.66,High,YouTube,37.864
5426,38,2.99,1.19,5.51,102,5.65,8.7,Low,Snapchat,2.909698996655518
5427,24,7.95,1.76,8.81,98,4.27,18.13,High,LinkedIn,2.2805031446540878
5428,47,7.77,3.25,3.4,115,5.53,17.94,High,Twitter,2.308880308880309
5429,30,7.06,4.73,7.98,29,8.37,80.57,High,Twitter,11.412181303116148
5430,28,3.76,5.43,5.95,25,2.65,84.09,Low,Instagram,22.364361702127663
5431,20,5.08,2.99,3.03,71,7.79,42.51,Medium,Twitter,8.368110236220472
5432,26,2.06,5.51,4.58,53,5.01,96.96,Medium,Twitter,47.06796116504854
5433,25,3.49,7.53,5.45,31,9.41,26.69,High,LinkedIn,7.64756446991404
5434,28,10.87,5.39,4.89,21,5.92,52.99,High,YouTube,4.874885004599816
5435,30,11.78,1.69,5.17,7,1.37,99.63,Low,LinkedIn,8.457555178268251
5436,22,8.12,4.85,8.5,108,9.19,82.88,Medium,LinkedIn,10.206896551724139
5437,43,11.09,4.56,5.17,65,9.32,49.23,High,Snapchat,4.439134355275022
5438,47,8.07,7.03,5.51,13,2.62,11.74,Medium,Snapchat,1.4547707558859975
5439,30,1.37,3.13,7.57,4,9.75,90.53,Medium,LinkedIn,66.08029197080292
5440,36,11.96,3.67,7.76,12,5.01,54.67,Low,Snapchat,4.571070234113712
5441,21,2.09,4.99,3.5,86,9.23,31.53,High,Instagram,15.086124401913878
5442,16,8.51,4.43,7.22,76,4.28,45.67,Low,Twitter,5.36662749706228
5443,19,3.78,5.89,5.9,82,1.2,31.78,Medium,LinkedIn,8.407407407407408
5444,26,5.31,0.8,3.8,23,8.16,55.55,Medium,YouTube,10.461393596986818
5445,41,8.11,4.73,4.59,34,8.97,28.02,High,Snapchat,3.4549938347718867
5446,38,5.8,1.41,3.27,77,2.47,45.15,High,Instagram,7.7844827586206895
5447,44,3.76,2.86,5.16,67,5.99,43.2,Low,Snapchat,11.489361702127662
5448,36,4.68,5.46,4.53,25,8.48,61.99,Low,Instagram,13.245726495726498
5449,42,4.76,1.68,5.29,73,5.15,2.4,Low,Instagram,0.5042016806722689
5450,28,11.55,2.82,6.48,101,8.1,60.28,High,Instagram,5.219047619047619
5451,38,9.78,5.77,7.39,37,6.74,59.72,High,LinkedIn,6.106339468302659
5452,31,6.04,5.38,6.63,33,7.49,39.84,High,Twitter,6.596026490066226
5453,45,3.2,1.18,7.07,33,9.27,25.44,Medium,LinkedIn,7.95
5454,19,9.92,4.83,8.19,18,4.75,84.09,Low,Twitter,8.476814516129032
5455,31,2.73,1.6,8.24,2,7.94,35.13,Low,YouTube,12.868131868131869
5456,46,3.32,2.39,8.16,115,7.41,31.86,High,Snapchat,9.596385542168674
5457,40,5.03,3.94,3.92,35,4.95,46.85,High,LinkedIn,9.314115308151093
5458,27,10.68,1.32,4.51,3,4.43,28.52,Low,Snapchat,2.6704119850187267
5459,41,2.45,7.95,6.01,25,8.93,83.25,Medium,Snapchat,33.97959183673469
5460,48,2.34,1.74,5.15,74,2.84,56.93,Low,YouTube,24.32905982905983
5461,43,6.43,6.36,3.79,2,3.87,75.68,High,Snapchat,11.769828926905134
5462,24,4.04,6.72,4.73,48,9.77,74.79,Low,Twitter,18.512376237623762
5463,27,7.26,7.96,8.85,8,3.5,79.03,Low,LinkedIn,10.885674931129477
5464,20,5.97,3.71,5.08,45,8.85,87.05,Low,YouTube,14.581239530988276
5465,43,5.78,7.06,5.51,65,4.34,92.03,Medium,Twitter,15.922145328719722
5466,20,2.23,7.68,3.04,13,5.96,38.98,High,Twitter,17.479820627802688
5467,49,2.55,1.8,7.32,2,4.59,44.93,Low,YouTube,17.619607843137256
5468,49,10.03,4.1,5.48,1,2.99,5.96,Medium,YouTube,0.5942173479561317
5469,28,10.74,0.95,3.62,85,7.22,92.64,Low,Snapchat,8.625698324022347
5470,29,3.58,5.16,8.81,117,9.7,59.13,Medium,Instagram,16.516759776536315
5471,26,2.25,4.86,7.66,92,9.04,71.52,High,Twitter,31.786666666666665
5472,19,1.59,2.03,7.36,32,9.87,44.16,High,Twitter,27.773584905660375
5473,48,7.69,6.48,8.75,99,7.22,47.91,Medium,Instagram,6.230169050715213
5474,22,8.87,0.78,5.44,9,1.31,54.77,Medium,Twitter,6.174746335963924
5475,23,5.1,6.55,7.31,110,5.99,79.74,Low,LinkedIn,15.635294117647058
5476,25,8.48,0.7,4.24,52,6.6,61.68,Medium,Snapchat,7.2735849056603765
5477,30,8.84,5.43,7.18,43,2.08,81.31,High,Snapchat,9.197963800904978
5478,30,11.29,1.09,3.08,37,8.46,22.45,High,LinkedIn,1.9884853852967228
5479,20,1.71,2.38,3.76,20,7.57,21.38,High,Instagram,12.502923976608187
5480,44,3.12,5.91,5.55,94,5.04,21.47,High,YouTube,6.8814102564102555
5481,34,1.75,2.6,3.07,34,3.63,1.48,High,Twitter,0.8457142857142858
5482,25,10.55,4.33,5.77,66,3.0,18.73,High,Twitter,1.7753554502369668
5483,27,9.72,7.36,6.14,82,9.68,12.76,High,YouTube,1.3127572016460904
5484,19,7.32,0.87,6.73,21,8.22,45.92,Low,YouTube,6.273224043715847
5485,46,1.92,6.58,3.6,19,7.24,13.6,High,Instagram,7.083333333333333
5486,33,4.01,0.99,4.09,99,9.54,42.17,Medium,Twitter,10.516209476309228
5487,31,4.27,1.45,6.68,82,2.83,99.95,Medium,YouTube,23.407494145199067
5488,40,7.17,1.39,6.95,109,8.72,50.83,Low,Twitter,7.089260808926081
5489,38,3.84,7.96,3.16,67,6.25,92.54,High,LinkedIn,24.098958333333336
5490,27,1.8,1.85,6.24,95,9.4,70.49,High,YouTube,39.161111111111104
5491,49,9.04,7.23,7.71,7,6.95,89.54,High,Instagram,9.90486725663717
5492,18,4.29,7.93,3.41,50,7.67,62.93,High,Instagram,14.668997668997669
5493,24,5.98,3.38,5.48,25,3.0,81.2,High,Twitter,13.578595317725751
5494,33,2.4,5.23,4.96,50,4.1,30.98,High,Twitter,12.908333333333333
5495,49,9.83,6.34,8.48,117,3.72,37.82,Low,Instagram,3.8474059003051884
5496,29,7.22,3.44,4.11,64,7.25,96.07,Low,Twitter,13.306094182825484
5497,19,10.92,1.71,4.91,25,4.7,27.49,Medium,Instagram,2.5173992673992673
5498,44,6.45,3.75,8.39,117,8.74,42.72,Medium,Snapchat,6.623255813953488
5499,30,11.36,6.29,4.98,46,2.91,65.46,Medium,Instagram,5.762323943661972
5500,43,10.81,6.36,6.19,42,8.16,39.85,High,Snapchat,3.6864014801110083
5501,31,7.34,2.23,3.2,8,8.32,3.07,Low,LinkedIn,0.4182561307901907
5502,27,11.27,1.81,8.91,34,6.65,79.43,Low,LinkedIn,7.047914818101154
5503,20,4.55,7.4,7.95,81,2.33,34.23,High,LinkedIn,7.523076923076923
5504,49,5.02,0.83,6.81,18,3.94,23.54,High,YouTube,4.6892430278884465
5505,16,1.5,6.01,3.36,47,4.58,51.05,Low,Instagram,34.03333333333333
5506,47,7.48,0.85,3.45,79,5.19,1.83,Medium,Snapchat,0.2446524064171123
5507,41,8.94,6.78,6.27,27,7.63,86.53,Medium,Snapchat,9.678970917225952
5508,32,9.51,7.29,4.71,2,4.05,26.87,Medium,Snapchat,2.8254468980021032
5509,42,2.65,2.73,6.74,17,1.16,92.35,Medium,Instagram,34.84905660377358
5510,39,5.89,1.05,6.59,12,8.79,68.1,Medium,LinkedIn,11.561969439728353
5511,41,2.95,4.11,8.03,26,4.89,55.32,Medium,YouTube,18.752542372881354
5512,38,8.28,2.74,4.69,115,3.55,80.82,Low,Instagram,9.76086956521739
5513,37,2.74,3.63,6.47,39,8.37,99.33,High,YouTube,36.25182481751825
5514,19,10.95,5.49,7.66,38,8.91,25.87,Low,YouTube,2.362557077625571
5515,24,3.54,2.07,5.94,57,7.58,36.15,Low,YouTube,10.211864406779661
5516,19,4.21,3.18,7.98,56,4.19,48.96,High,Instagram,11.629453681710213
5517,22,10.36,6.37,3.79,23,3.08,54.41,Medium,LinkedIn,5.251930501930502
5518,38,6.04,5.33,7.4,92,7.42,55.74,Medium,LinkedIn,9.228476821192054
5519,17,1.26,2.95,8.66,118,1.52,55.35,High,Twitter,43.92857142857143
5520,39,6.44,5.48,4.99,21,4.52,83.0,Low,Snapchat,12.888198757763975
5521,46,1.93,6.24,5.2,50,7.83,41.06,High,Snapchat,21.27461139896373
5522,46,11.84,4.94,3.5,89,6.27,2.09,Low,LinkedIn,0.17652027027027026
5523,49,7.47,2.3,6.85,83,7.6,87.69,High,Snapchat,11.738955823293173
5524,39,3.82,0.5,6.31,87,6.16,66.56,High,LinkedIn,17.42408376963351
5525,41,7.2,6.52,3.24,75,3.16,19.76,Low,YouTube,2.7444444444444445
5526,31,1.85,6.67,7.51,81,5.35,3.93,Medium,Twitter,2.1243243243243244
5527,28,9.8,5.73,7.98,110,7.96,32.26,Low,Snapchat,3.2918367346938773
5528,30,11.18,1.07,8.44,75,3.07,13.32,Low,YouTube,1.1914132379248659
5529,42,10.62,4.89,6.27,37,9.67,89.79,Medium,Snapchat,8.454802259887007
5530,19,4.76,6.66,5.72,95,2.83,28.51,Medium,Twitter,5.989495798319329
5531,31,4.58,3.42,8.26,60,1.13,70.86,Medium,Instagram,15.471615720524017
5532,45,1.39,1.99,5.39,48,8.0,66.14,Low,Twitter,47.58273381294964
5533,45,8.17,4.91,6.93,22,9.36,71.68,High,YouTube,8.773561811505509
5534,18,6.88,6.7,6.69,3,3.22,53.47,Medium,Twitter,7.771802325581396
5535,37,6.05,0.87,5.23,75,2.4,73.24,High,YouTube,12.105785123966943
5536,37,10.98,4.98,3.52,80,3.02,51.73,Low,Twitter,4.711293260473588
5537,27,2.85,5.32,3.13,84,6.65,38.38,Medium,Snapchat,13.466666666666667
5538,36,1.11,5.02,5.57,36,6.21,85.99,Low,Twitter,77.46846846846846
5539,19,1.81,5.38,5.89,92,6.59,46.41,High,Twitter,25.64088397790055
5540,46,3.46,5.24,7.94,5,1.07,57.24,Low,LinkedIn,16.54335260115607
5541,46,1.37,1.48,5.49,110,2.41,47.04,Medium,Twitter,34.33576642335766
5542,38,6.53,2.26,4.69,27,3.19,77.77,Medium,Snapchat,11.909647779479325
5543,35,4.45,5.14,5.77,7,7.27,54.44,Low,YouTube,12.233707865168538
5544,30,2.99,0.63,4.43,94,6.48,47.61,High,Instagram,15.923076923076922
5545,38,9.25,5.26,3.55,19,6.62,26.52,Low,Instagram,2.867027027027027
5546,43,3.25,5.49,3.68,15,6.14,91.24,Low,Instagram,28.07384615384615
5547,31,8.56,2.29,4.91,12,7.7,86.45,Medium,Instagram,10.09929906542056
5548,36,4.84,4.99,3.08,118,9.48,43.72,Medium,YouTube,9.03305785123967
5549,30,6.63,4.51,4.32,78,7.06,66.31,Medium,YouTube,10.001508295625943
5550,32,11.27,2.46,7.73,115,7.7,51.3,Low,Instagram,4.5519077196095825
5551,28,1.41,3.97,4.41,61,6.47,18.44,Low,Twitter,13.078014184397166
5552,34,6.5,7.32,3.66,76,8.18,38.23,High,Twitter,5.881538461538461
5553,45,10.4,3.7,8.69,110,9.49,85.47,Low,LinkedIn,8.21826923076923
5554,33,7.47,5.22,6.73,65,6.45,79.95,Low,YouTube,10.70281124497992
5555,29,4.05,0.77,3.36,119,2.63,11.15,High,LinkedIn,2.7530864197530867
5556,35,5.37,1.08,3.37,52,7.93,8.46,Medium,Snapchat,1.575418994413408
5557,34,8.48,1.11,6.67,83,6.86,85.5,Medium,YouTube,10.08254716981132
5558,22,10.8,6.34,6.24,27,9.4,90.03,High,Instagram,8.33611111111111
5559,19,1.45,3.13,3.41,17,3.45,30.13,High,Instagram,20.779310344827586
5560,49,1.79,2.21,4.35,6,9.73,35.58,High,LinkedIn,19.877094972067038
5561,17,4.58,6.1,8.57,20,5.97,34.24,Low,YouTube,7.475982532751092
5562,20,3.56,1.77,6.43,40,9.68,13.57,Medium,Twitter,3.811797752808989
5563,25,3.91,2.35,5.64,38,8.06,74.76,High,YouTube,19.120204603580564
5564,47,3.43,3.73,4.5,72,8.79,37.64,Low,LinkedIn,10.973760932944606
5565,28,3.15,2.99,3.8,107,3.91,83.79,Medium,LinkedIn,26.6
5566,20,2.44,4.89,5.42,9,2.97,87.97,Low,Instagram,36.05327868852459
5567,25,11.27,3.03,8.53,30,6.62,91.37,High,Instagram,8.107364685004438
5568,25,2.59,3.45,3.29,41,4.37,81.98,High,Snapchat,31.652509652509657
5569,42,3.25,6.97,8.95,76,9.87,79.1,High,LinkedIn,24.338461538461537
5570,36,3.71,7.13,4.25,68,5.46,45.5,High,Snapchat,12.264150943396226
5571,23,11.26,6.71,5.45,58,1.99,3.67,High,Snapchat,0.3259325044404973
5572,16,9.31,6.99,3.27,117,5.49,12.09,High,Instagram,1.2986036519871105
5573,43,9.69,4.77,6.51,103,5.82,53.56,Low,Twitter,5.527347781217751
5574,29,2.15,5.35,5.9,105,1.04,36.64,Medium,Instagram,17.04186046511628
5575,36,10.2,4.68,7.0,37,3.21,83.08,Medium,YouTube,8.145098039215688
5576,45,5.49,6.39,6.26,42,1.01,56.75,Medium,Twitter,10.336976320582878
5577,36,3.89,4.63,5.39,99,6.05,10.78,Low,LinkedIn,2.7712082262210793
5578,24,7.33,1.33,7.43,1,3.63,48.37,Low,Twitter,6.598908594815825
5579,32,10.04,6.57,3.15,5,2.56,82.37,High,LinkedIn,8.204183266932272
5580,20,9.57,6.2,6.25,76,8.55,86.45,Medium,LinkedIn,9.033437826541276
5581,46,10.79,6.65,3.68,28,1.27,17.44,Low,Snapchat,1.6163113994439298
5582,34,11.21,1.93,5.62,107,7.23,10.93,Low,YouTube,0.975022301516503
5583,48,3.62,2.54,7.75,77,6.16,39.31,Medium,Instagram,10.859116022099448
5584,28,5.66,2.72,3.85,29,7.94,7.49,Low,Snapchat,1.323321554770318
5585,29,1.16,4.31,8.61,88,2.19,72.91,High,Snapchat,62.85344827586207
5586,48,10.67,1.5,8.33,39,8.84,45.31,Medium,YouTube,4.246485473289598
5587,44,2.7,3.39,5.49,98,3.89,20.62,High,Instagram,7.637037037037037
5588,25,10.48,1.87,3.04,36,1.08,11.14,Low,Snapchat,1.0629770992366412
5589,46,4.62,2.49,7.74,117,6.91,92.81,Low,Twitter,20.08874458874459
5590,21,5.05,5.8,8.29,6,8.73,5.26,Low,Instagram,1.0415841584158416
5591,16,1.43,6.91,4.05,49,4.18,10.69,Medium,YouTube,7.475524475524476
5592,22,4.6,0.67,8.5,101,5.75,24.19,Low,Twitter,5.258695652173913
5593,42,10.77,4.74,8.48,17,4.71,10.37,Medium,Twitter,0.9628597957288765
5594,36,1.28,0.77,5.83,7,1.38,64.78,Low,Snapchat,50.609375
5595,43,5.47,1.14,7.79,70,7.78,22.6,High,YouTube,4.131627056672761
5596,31,1.35,5.79,5.67,97,9.47,48.51,High,YouTube,35.93333333333333
5597,38,5.08,6.02,6.38,99,4.78,86.16,Medium,Snapchat,16.96062992125984
5598,35,2.9,6.6,4.92,54,2.3,82.65,Low,Instagram,28.500000000000004
5599,40,3.77,4.06,3.96,104,5.55,15.48,Medium,LinkedIn,4.106100795755968
5600,43,10.65,6.95,7.48,47,9.14,9.78,Low,Snapchat,0.9183098591549295
5601,20,5.8,1.75,3.01,114,6.45,66.76,Medium,Twitter,11.510344827586207
5602,36,4.01,2.37,6.48,73,2.91,21.82,High,LinkedIn,5.44139650872818
5603,33,7.48,1.51,8.19,57,5.98,78.36,Medium,Instagram,10.475935828877004
5604,21,2.56,6.48,4.33,103,3.94,44.01,Low,Instagram,17.19140625
5605,44,3.85,2.22,5.0,92,1.21,16.3,Medium,Instagram,4.233766233766234
5606,34,7.01,1.67,6.52,15,9.22,97.45,High,LinkedIn,13.901569186875893
5607,48,3.61,5.17,4.48,24,8.15,6.51,Low,Snapchat,1.8033240997229918
5608,16,8.47,1.08,8.08,28,9.32,13.31,High,YouTube,1.5714285714285714
5609,18,6.41,0.84,5.2,7,7.15,81.39,Low,Snapchat,12.697347893915756
5610,36,9.49,1.3,6.49,83,5.05,45.82,Low,Snapchat,4.828240252897787
5611,18,11.43,0.5,4.36,99,5.44,93.87,High,LinkedIn,8.212598425196852
5612,40,2.27,5.73,3.25,54,2.84,12.19,Low,Twitter,5.3700440528634354
5613,35,4.68,4.72,4.04,51,4.48,16.54,Medium,LinkedIn,3.534188034188034
5614,49,4.52,2.07,3.28,90,2.47,1.18,Low,Twitter,0.2610619469026549
5615,36,2.66,2.25,5.81,76,5.26,22.49,Medium,LinkedIn,8.454887218045112
5616,38,9.91,6.58,6.52,25,6.81,66.07,Low,Twitter,6.667003027245206
5617,21,9.36,4.26,3.27,105,3.31,72.61,High,YouTube,7.757478632478633
5618,28,6.33,5.74,3.54,118,9.49,43.56,Medium,YouTube,6.881516587677726
5619,38,6.92,3.9,5.91,24,6.82,26.48,Low,Instagram,3.8265895953757227
5620,24,1.65,2.28,7.8,91,2.98,71.92,High,Instagram,43.58787878787879
5621,32,7.11,7.78,6.77,72,2.5,18.09,Low,Twitter,2.5443037974683542
5622,17,9.7,4.74,3.63,25,2.53,76.94,Medium,Snapchat,7.931958762886598
5623,34,7.31,1.48,8.33,75,9.76,78.87,Medium,Instagram,10.78932968536252
5624,34,3.92,3.55,8.5,89,3.13,44.67,Low,LinkedIn,11.395408163265307
5625,22,8.34,2.97,4.95,46,2.52,20.17,Medium,YouTube,2.418465227817746
5626,35,4.98,2.11,6.7,85,2.48,63.36,High,Instagram,12.722891566265059
5627,24,6.99,7.5,5.95,0,4.1,85.49,Medium,Instagram,12.230329041487838
5628,32,6.36,7.11,8.65,63,6.54,53.42,Low,Instagram,8.39937106918239
5629,42,5.19,1.99,6.05,11,1.71,46.65,Medium,LinkedIn,8.98843930635838
5630,17,8.91,3.14,8.76,23,2.43,97.94,Medium,LinkedIn,10.992143658810326
5631,34,10.72,6.22,4.2,29,9.79,54.21,Medium,Instagram,5.056902985074626
5632,32,1.06,2.06,5.07,13,6.56,4.39,Low,Snapchat,4.141509433962264
5633,20,11.27,4.94,7.69,117,2.26,50.7,Low,Snapchat,4.498669032830524
5634,33,6.63,5.75,7.7,22,5.95,45.08,Medium,LinkedIn,6.799396681749623
5635,22,8.71,5.4,7.39,1,3.17,29.92,Medium,LinkedIn,3.4351320321469574
5636,32,10.41,5.8,8.16,2,9.76,32.42,Medium,YouTube,3.114313160422671
5637,19,6.14,5.8,7.22,5,4.5,93.15,High,Snapchat,15.171009771986972
5638,40,10.18,7.74,6.82,82,2.28,14.23,Low,Instagram,1.3978388998035365
5639,20,2.95,3.1,5.75,20,6.52,76.64,Low,Twitter,25.97966101694915
5640,45,2.75,7.09,5.8,108,2.24,90.34,Low,YouTube,32.85090909090909
5641,27,8.23,0.66,5.44,19,5.66,26.69,Low,YouTube,3.2430133657351154
5642,19,10.57,2.66,6.72,20,8.67,7.61,High,Instagram,0.7199621570482497
5643,39,10.82,0.86,5.44,39,4.11,31.41,Low,Instagram,2.9029574861367835
5644,44,8.08,5.38,3.88,67,5.3,43.86,Medium,LinkedIn,5.428217821782178
5645,24,6.78,1.26,3.64,24,1.97,95.19,Low,Snapchat,14.039823008849556
5646,19,4.65,6.84,8.55,114,6.82,43.58,Medium,LinkedIn,9.372043010752687
5647,39,11.78,5.35,3.15,70,2.01,10.11,Low,Snapchat,0.8582342954159593
5648,29,4.52,0.72,3.63,70,3.94,15.54,High,Snapchat,3.438053097345133
5649,20,9.19,5.86,5.67,32,8.57,35.92,High,Twitter,3.908596300326442
5650,33,6.85,6.97,4.58,50,2.35,19.23,High,YouTube,2.807299270072993
5651,34,7.69,5.46,5.44,89,8.56,7.0,High,Twitter,0.9102730819245773
5652,27,5.33,0.73,3.7,80,6.68,18.35,High,Instagram,3.4427767354596623
5653,33,11.61,6.93,3.79,71,2.27,11.44,Low,Twitter,0.9853574504737296
5654,32,7.29,5.99,7.8,89,2.52,21.07,Medium,Twitter,2.8902606310013716
5655,45,11.32,3.34,7.55,116,6.97,99.65,Medium,YouTube,8.803003533568905
5656,39,1.08,2.96,3.63,78,7.56,45.1,Low,Twitter,41.75925925925926
5657,26,7.3,4.1,7.01,19,6.9,66.2,Medium,YouTube,9.068493150684931
5658,38,8.89,7,6.66,18,7.43,17.36,Medium,YouTube,1.9527559055118109
5659,32,9.2,2.39,7.28,70,4.25,85.08,Medium,YouTube,9.247826086956522
5660,16,10.95,1.26,5.85,55,1.01,27.42,Low,YouTube,2.504109589041096
5661,30,1.05,6.98,4.62,55,5.76,98.27,Low,Twitter,93.59047619047618
5662,47,1.0,0.7,6.98,108,6.35,83.83,Medium,LinkedIn,83.83
5663,24,6.19,7.33,5.23,0,7.19,95.14,Low,LinkedIn,15.36995153473344
5664,30,1.32,2.79,4.31,38,3.08,67.16,High,Instagram,50.878787878787875
5665,43,11.72,4.31,5.45,36,2.53,66.15,High,YouTube,5.6441979522184305
5666,39,3.44,1.49,7.58,17,8.47,84.27,Medium,LinkedIn,24.497093023255815
5667,37,6.2,7.27,5.85,71,8.57,71.82,High,Instagram,11.583870967741934
5668,42,1.67,6.12,4.8,78,9.89,61.01,High,Twitter,36.532934131736525
5669,34,6.74,7.43,7.99,113,4.06,36.47,Low,Instagram,5.410979228486647
5670,27,5.18,5.62,8.29,5,1.53,23.06,High,LinkedIn,4.4517374517374515
5671,35,1.49,1.89,5.6,100,5.28,78.44,Medium,Instagram,52.64429530201342
5672,16,4.69,2.81,5.25,21,5.32,39.22,High,Instagram,8.362473347547974
5673,36,5.31,4.15,6.68,10,1.33,7.06,High,Instagram,1.329566854990584
5674,16,11.89,5.05,3.35,89,6.18,48.48,High,LinkedIn,4.077375946173254
5675,25,3.29,7.45,7.15,71,3.35,66.09,Low,YouTube,20.088145896656535
5676,47,6.99,3.38,7.69,8,2.07,3.28,Low,Twitter,0.469241773962804
