user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,prouductivity_score_hours,productivity_score_hours
5078,21,5.41,6.45,7.76,2,6.0,84.56,High,YouTube,14.093333333333334,14.093333333333334
5079,48,6.31,3.69,6.07,84,5.97,57.69,Medium,Twitter,9.663316582914574,9.663316582914574
5080,38,4.91,6.51,5.19,44,2.86,63.63,High,Twitter,22.24825174825175,22.24825174825175
5081,38,4.54,2.55,5.69,19,3.21,98.87,Low,Instagram,30.800623052959505,30.800623052959505
5082,41,8.55,2.42,8.41,72,4.37,77.24,Low,Instagram,17.675057208237984,17.675057208237984
5083,28,3.37,2.38,4.11,104,8.7,29.31,Medium,Twitter,3.3689655172413793,3.3689655172413793
5084,22,8.8,5.12,7.84,35,5.16,77.52,Medium,YouTube,15.023255813953487,15.023255813953487
5085,30,11.29,6.61,3.11,59,9.34,92.92,Medium,Snapchat,9.948608137044967,9.948608137044967
5086,42,7.22,3.89,8.52,77,8.14,30.21,Low,YouTube,3.711302211302211,3.711302211302211
5087,41,7.73,3.34,6.0,17,8.75,81.91,High,LinkedIn,9.361142857142857,9.361142857142857
5088,48,1.76,7.8,4.36,96,2.21,24.54,Medium,LinkedIn,11.104072398190045,11.104072398190045
5089,30,10.51,1.38,3.02,114,2.34,43.97,Medium,LinkedIn,18.79059829059829,18.79059829059829
5090,42,4.14,4.15,6.36,65,3.13,69.33,High,YouTube,22.150159744408946,22.150159744408946
5091,20,7.77,3.56,4.47,100,6.96,25.11,High,Instagram,3.6077586206896552,3.6077586206896552
5092,17,11.77,1.24,6.79,30,5.29,19.54,Medium,Twitter,3.6937618147448013,3.6937618147448013
5093,48,7.55,2.51,4.69,85,2.53,46.79,High,Twitter,18.49407114624506,18.49407114624506
5094,31,8.97,0.71,3.53,109,7.71,78.54,Medium,YouTube,10.186770428015565,10.186770428015565
5095,38,5.9,7.08,6.03,8,5.66,59.99,Medium,YouTube,10.598939929328623,10.598939929328623
5096,31,1.66,5.06,6.39,19,7.58,70.42,Medium,Snapchat,9.29023746701847,9.29023746701847
5097,29,9.77,6.61,5.72,19,9.19,69.24,High,LinkedIn,7.534276387377584,7.534276387377584
5098,44,1.38,4.41,5.75,46,9.23,54.91,Medium,YouTube,5.94907908992416,5.94907908992416
5099,41,8.71,5,6.54,115,3.71,32.25,High,Snapchat,8.692722371967655,8.692722371967655
5100,30,1.25,5.76,6.16,0,2.43,42.75,Low,Snapchat,17.59259259259259,17.59259259259259
5101,18,10.49,7.31,3.8,93,4.9,38.68,High,Instagram,7.893877551020408,7.893877551020408
5102,38,2.73,1.19,4.18,82,1.75,8.83,High,LinkedIn,5.045714285714285,5.045714285714285
5103,44,6.66,2.98,3.85,99,1.4,89.95,Low,Twitter,64.25,64.25
5104,49,7.57,5.82,7.16,13,9.8,64.54,Low,YouTube,6.585714285714286,6.585714285714286
5105,48,6.03,7.69,6.17,0,9.75,85.86,Medium,Instagram,8.806153846153846,8.806153846153846
5106,38,4.75,7.86,5.58,68,4.17,77.83,Low,Instagram,18.664268585131893,18.664268585131893
5107,22,6.15,5.29,7.79,9,8.38,7.76,High,Snapchat,0.9260143198090691,0.9260143198090691
5108,18,4.43,1.95,4.95,72,3.01,22.41,Medium,Twitter,7.445182724252493,7.445182724252493
5109,47,5.82,1.39,6.41,48,4.76,95.12,Medium,Instagram,19.983193277310928,19.983193277310928
5110,46,4.95,7.6,3.45,13,7.54,46.73,Low,LinkedIn,6.19761273209549,6.19761273209549
5111,33,7.23,3.75,7.47,59,5.95,81.38,Low,Instagram,13.677310924369747,13.677310924369747
5112,22,3.62,1.96,7.17,102,8.39,57.97,Low,Snapchat,6.909415971394517,6.909415971394517
5113,16,11.88,7.5,7.81,81,9.82,82.53,Medium,Instagram,8.404276985743381,8.404276985743381
5114,29,6.51,1.28,8.31,41,1.08,73.73,Medium,Snapchat,68.26851851851852,68.26851851851852
5115,47,3.14,5.97,7.55,58,9.32,28.69,Low,Instagram,3.078326180257511,3.078326180257511
5116,21,6.25,5.19,8.07,24,4.72,99.13,Medium,LinkedIn,21.002118644067796,21.002118644067796
5117,25,10.53,1.16,5.07,35,4.67,49.56,Medium,YouTube,10.612419700214133,10.612419700214133
5118,22,1.24,3.04,5.06,94,1.01,58.91,Medium,YouTube,58.32673267326732,58.32673267326732
5119,41,8.48,1.62,8.67,109,8.51,54.5,Medium,Instagram,6.404230317273796,6.404230317273796
5120,49,7.03,5.03,8.49,34,7.83,88.63,Medium,Twitter,11.319284802043422,11.319284802043422
5121,45,2.87,4.08,6.29,90,9.05,28.71,High,YouTube,3.1723756906077347,3.1723756906077347
5122,36,9.99,0.53,5.2,118,2.51,7.11,Medium,Instagram,2.8326693227091635,2.8326693227091635
5123,32,5.06,7.82,8.2,85,2.94,43.38,Low,YouTube,14.755102040816327,14.755102040816327
5124,48,4.23,3.12,4.94,10,3.73,91.91,Medium,Snapchat,24.640750670241285,24.640750670241285
5125,25,10.11,2.44,3.92,9,5.77,44.49,Medium,Instagram,7.710571923743502,7.710571923743502
5126,27,8.02,2.17,6.84,7,4.11,28.48,Low,Instagram,6.929440389294403,6.929440389294403
5127,31,10.88,1.69,3.26,104,3.7,62.23,High,YouTube,16.818918918918918,16.818918918918918
5128,47,7.93,7.99,5.27,91,2.64,74.02,Low,LinkedIn,28.037878787878785,28.037878787878785
5129,30,9.15,2.71,7.85,22,2.43,46.81,Low,Instagram,19.263374485596707,19.263374485596707
5130,42,10.2,3.54,4.77,5,5.26,38.62,Low,Instagram,7.342205323193916,7.342205323193916
5131,43,1.6,7.04,8.59,77,5.01,37.09,Medium,LinkedIn,7.403193612774452,7.403193612774452
5132,32,9.54,5.31,8.73,87,8.07,42.71,Medium,LinkedIn,5.292441140024783,5.292441140024783
5133,17,7.75,3.27,7.89,63,8.41,84.42,Medium,LinkedIn,10.038049940546967,10.038049940546967
5134,22,1.76,7.24,8.93,72,7.31,48.77,Low,Twitter,6.671682626538988,6.671682626538988
5135,28,6.59,6.12,6.18,45,8.48,32.12,Medium,Twitter,3.7877358490566033,3.7877358490566033
5136,30,1.91,2.21,6.42,103,1.98,19.05,High,LinkedIn,9.621212121212121,9.621212121212121
5137,40,9.1,5.33,8.02,37,5.12,28.98,Medium,Twitter,5.66015625,5.66015625
5138,38,7.01,7.42,5.96,119,3.58,46.81,Medium,LinkedIn,13.075418994413408,13.075418994413408
5139,37,11.49,4.22,5.44,24,3.27,55.23,Low,Snapchat,16.889908256880734,16.889908256880734
5140,41,3.01,6,6.69,101,7.41,62.53,High,Snapchat,8.43859649122807,8.43859649122807
5141,48,7.67,7.78,6.95,93,8.48,8.07,High,Instagram,0.9516509433962264,0.9516509433962264
5142,26,3.33,5.68,7.51,85,2.03,61.7,High,Instagram,30.394088669950744,30.394088669950744
5143,25,7.75,1.27,7.01,1,2.12,35.85,Medium,LinkedIn,16.910377358490567,16.910377358490567
5144,40,8.95,2.33,7.47,88,6.75,26.44,High,LinkedIn,3.917037037037037,3.917037037037037
5145,39,8.95,4.96,7.05,23,2.3,33.77,Low,Twitter,14.682608695652176,14.682608695652176
5146,48,9.97,2.57,5.88,100,7.92,78.66,High,Instagram,9.931818181818182,9.931818181818182
5147,32,10.39,7.68,3.81,66,8.46,80.53,Medium,Twitter,9.518912529550827,9.518912529550827
5148,39,1.85,3.54,7.71,106,5.71,11.27,High,YouTube,1.9737302977232924,1.9737302977232924
5149,17,4.78,3.93,3.18,89,9.18,49.97,High,LinkedIn,5.443355119825708,5.443355119825708
5150,47,8.56,5.76,8.96,93,1.18,53.42,Low,Instagram,45.27118644067797,45.27118644067797
5151,39,6.48,4.43,7.97,92,3.04,3.99,High,Instagram,1.3125,1.3125
5152,24,3.1,3.37,7.03,70,7.96,71.99,Medium,Twitter,9.043969849246231,9.043969849246231
5153,19,7.08,1.07,8.8,60,9.62,37.31,Medium,Snapchat,3.878378378378379,3.878378378378379
5154,32,5.48,4.97,6.67,8,9.65,42.38,High,LinkedIn,4.3917098445595855,4.3917098445595855
5155,32,5.29,7.01,3.34,44,1.0,61.38,Low,LinkedIn,61.38,61.38
5156,45,9.91,5.64,6.36,93,6.69,47.43,Low,LinkedIn,7.089686098654708,7.089686098654708
5157,26,5.48,3.36,4.66,15,1.25,75.05,Medium,Snapchat,60.04,60.04
5158,36,1.29,1.46,5.22,118,7.3,59.99,Low,LinkedIn,8.217808219178083,8.217808219178083
5159,36,1.64,6.62,5.76,107,7.91,23.38,High,Snapchat,2.9557522123893802,2.9557522123893802
5160,33,10.42,7.56,7.65,103,8.72,87.18,Low,Snapchat,9.997706422018348,9.997706422018348
5161,44,11.57,3.41,6.02,13,5.76,22.36,Low,Twitter,3.8819444444444446,3.8819444444444446
5162,39,8.57,5.96,5.85,25,8.65,71.64,Medium,LinkedIn,8.28208092485549,8.28208092485549
5163,25,5.01,3.58,4.81,45,9.31,79.43,High,Snapchat,8.531686358754028,8.531686358754028
5164,32,11.32,4.27,6.24,100,5.8,69.14,Medium,Snapchat,11.920689655172414,11.920689655172414
5165,33,8.29,6.77,4.49,57,5.72,42.76,Low,Twitter,7.475524475524476,7.475524475524476
5166,35,10.29,1.13,4.57,73,5.55,87.92,Medium,LinkedIn,15.841441441441443,15.841441441441443
5167,33,9.42,4.48,7.54,29,5.54,33.44,Low,YouTube,6.036101083032491,6.036101083032491
5168,32,5.17,2.11,5.06,85,7.97,69.02,Medium,Snapchat,8.659974905897114,8.659974905897114
5169,24,6.27,3.05,3.31,55,1.61,87.89,Low,Instagram,54.59006211180124,54.59006211180124
5170,29,3.05,5.33,5.06,93,5.07,16.39,Medium,Twitter,3.232741617357002,3.232741617357002
5171,44,4.21,0.7,6.83,31,5.72,65.61,Low,Twitter,11.47027972027972,11.47027972027972
5172,46,9.56,4.95,7.88,77,2.93,90.19,High,Twitter,30.781569965870304,30.781569965870304
5173,19,10.83,2.63,8.77,22,5.87,11.21,Medium,LinkedIn,1.909710391822828,1.909710391822828
5174,33,8.97,5.52,7.48,16,5.1,15.43,Low,YouTube,3.0254901960784317,3.0254901960784317
5175,35,6.12,1.56,5.57,99,7.64,38.45,Low,Instagram,5.032722513089006,5.032722513089006
5176,24,1.95,6.02,4.79,92,4.18,99.44,High,Twitter,23.789473684210527,23.789473684210527
5177,28,1.63,5.34,3.78,23,9.55,23.17,Low,Snapchat,2.426178010471204,2.426178010471204
5178,30,5.12,7.78,6.77,46,4.72,33.15,Medium,YouTube,7.023305084745763,7.023305084745763
5179,42,6.1,7.33,6.06,10,6.68,83.67,High,YouTube,12.525449101796408,12.525449101796408
5180,30,7.7,2.62,7.07,40,3.0,13.94,Medium,Twitter,4.6466666666666665,4.6466666666666665
5181,43,1.07,0.7,4.42,14,7.2,99.62,Medium,Instagram,13.836111111111112,13.836111111111112
5182,34,11.89,5.42,4.94,85,5.62,74.15,Low,Twitter,13.193950177935944,13.193950177935944
5183,41,5.0,5.02,4.75,90,4.08,95.96,Low,Instagram,23.51960784313725,23.51960784313725
5184,41,10.33,0.71,7.79,51,4.13,15.3,Medium,Twitter,3.7046004842615017,3.7046004842615017
5185,40,6.88,1.42,4.03,33,4.38,24.01,Low,Twitter,5.481735159817352,5.481735159817352
5186,41,2.43,4.89,6.65,59,4.94,37.71,Medium,Twitter,7.633603238866396,7.633603238866396
5187,41,9.77,7.34,3.31,56,3.23,6.05,Low,LinkedIn,1.873065015479876,1.873065015479876
5188,43,8.81,7.3,6.3,32,3.5,7.01,Medium,Twitter,2.0028571428571427,2.0028571428571427
5189,33,6.8,1.64,3.38,20,9.63,90.48,Low,YouTube,9.39563862928349,9.39563862928349
5190,47,6.66,3.38,4.06,23,3.71,5.23,High,Snapchat,1.4097035040431267,1.4097035040431267
5191,18,1.96,0.82,3.68,19,6.64,75.25,Medium,Snapchat,11.332831325301205,11.332831325301205
5192,17,8.21,4.02,5.08,112,4.11,72.05,Low,Twitter,17.530413625304135,17.530413625304135
5193,48,11.02,6.15,5.06,67,8.3,8.21,High,LinkedIn,0.9891566265060241,0.9891566265060241
5194,34,2.03,6.42,7.96,100,7.26,19.58,Medium,Twitter,2.696969696969697,2.696969696969697
5195,32,3.9,4.24,4.35,100,3.95,46.03,High,Twitter,11.653164556962025,11.653164556962025
5196,48,10.93,1.22,3.52,59,7.45,64.52,High,Instagram,8.660402684563758,8.660402684563758
5197,27,4.13,3.36,6.62,45,7.81,89.69,High,YouTube,11.483994878361075,11.483994878361075
5198,18,8.19,7.49,7.12,32,2.24,53.16,High,Instagram,23.732142857142854,23.732142857142854
5199,41,6.88,2.22,4.77,30,6.2,93.7,Medium,Snapchat,15.112903225806452,15.112903225806452
5200,23,7.56,2.9,6.62,33,8.27,19.84,Medium,LinkedIn,2.399032648125756,2.399032648125756
5201,22,5.57,6.1,7.66,21,1.45,62.66,Medium,Instagram,43.213793103448275,43.213793103448275
5202,31,4.3,6,5.09,105,5.57,84.62,Low,YouTube,15.192100538599641,15.192100538599641
5203,39,1.53,7.34,6.15,29,8.56,24.1,High,YouTube,2.8154205607476634,2.8154205607476634
5204,16,9.19,3.41,3.88,4,9.57,79.07,Low,YouTube,8.262277951933124,8.262277951933124
5205,40,9.21,4.36,3.14,40,6.9,40.63,High,Snapchat,5.888405797101449,5.888405797101449
5206,25,8.38,4.01,8.89,44,3.95,99.96,Low,Instagram,25.306329113924047,25.306329113924047
5207,31,8.08,7.46,4.8,86,6.44,10.06,Low,YouTube,1.562111801242236,1.562111801242236
5208,31,3.68,6.27,4.67,60,1.25,55.77,Medium,Snapchat,44.616,44.616
5209,23,1.25,6.74,8.84,116,5.1,78.52,High,LinkedIn,15.39607843137255,15.39607843137255
5210,44,9.9,1.5,7.37,12,7.55,67.94,Medium,Twitter,8.998675496688742,8.998675496688742
5211,43,6.4,6.44,6.51,8,1.33,51.05,Low,LinkedIn,38.38345864661654,38.38345864661654
5212,21,4.38,3.75,7.2,77,6.43,51.8,Low,Instagram,8.055987558320373,8.055987558320373
5213,31,2.12,0.68,7.26,80,6.29,41.14,Medium,LinkedIn,6.54054054054054,6.54054054054054
5214,35,1.69,0.95,7.58,34,2.71,34.89,Medium,Snapchat,12.874538745387454,12.874538745387454
5215,31,4.84,5.58,3.4,17,6.12,59.77,Medium,Instagram,9.766339869281046,9.766339869281046
5216,22,9.85,3.29,5.48,11,4.69,75.09,Medium,YouTube,16.010660980810233,16.010660980810233
5217,29,11.11,7.01,4.77,118,5.31,28.65,Medium,Snapchat,5.395480225988701,5.395480225988701
5218,41,10.86,6.01,3.42,40,3.93,94.72,High,Instagram,24.10178117048346,24.10178117048346
5219,41,11.12,0.66,5.48,15,8.29,37.12,High,Instagram,4.477683956574186,4.477683956574186
5220,29,10.98,5.65,6.7,93,4.29,43.96,Medium,Snapchat,10.247086247086248,10.247086247086248
5221,22,6.8,1.94,4.07,12,8.12,41.7,High,LinkedIn,5.135467980295568,5.135467980295568
5222,48,3.41,3.67,4.83,17,1.69,12.02,High,LinkedIn,7.112426035502959,7.112426035502959
5223,41,9.78,5.19,6.84,75,3.51,12.48,Low,YouTube,3.555555555555556,3.555555555555556
5224,35,3.35,7.05,6.48,117,4.62,79.73,High,Instagram,17.257575757575758,17.257575757575758
5225,18,3.94,3.92,8.21,97,4.64,38.75,High,LinkedIn,8.351293103448276,8.351293103448276
5226,19,3.57,6.56,7.75,50,4.97,22.38,Low,Instagram,4.503018108651911,4.503018108651911
5227,41,6.66,6.37,8.79,32,6.87,71.06,Medium,LinkedIn,10.343522561863173,10.343522561863173
5228,26,4.54,3.61,6.58,69,6.17,96.01,High,Snapchat,15.560777957860617,15.560777957860617
5229,17,2.7,4.26,7.19,81,5.69,93.74,Low,Snapchat,16.474516695957817,16.474516695957817
5230,29,5.98,5.75,8.16,66,8.54,72.62,Medium,LinkedIn,8.503512880562063,8.503512880562063
5231,45,10.61,0.73,8.04,53,2.77,19.97,High,Snapchat,7.209386281588447,7.209386281588447
5232,27,7.28,7.18,7.31,5,8.74,16.26,High,Instagram,1.8604118993135013,1.8604118993135013
5233,41,10.66,6.27,6.0,35,8.3,87.23,High,Snapchat,10.509638554216867,10.509638554216867
5234,48,3.15,2.37,4.64,112,2.76,96.32,Low,YouTube,34.89855072463768,34.89855072463768
5235,28,2.84,7.86,8.26,54,6.62,62.61,Medium,LinkedIn,9.457703927492448,9.457703927492448
5236,29,7.33,1.85,7.66,49,3.01,90.22,Medium,YouTube,29.9734219269103,29.9734219269103
5237,39,6.1,7.36,8.03,85,9.49,81.67,High,Snapchat,8.605900948366703,8.605900948366703
5238,49,8.26,2.93,3.84,70,5.44,16.25,Low,LinkedIn,2.987132352941176,2.987132352941176
5239,41,9.74,6.22,4.89,93,2.83,23.07,Medium,LinkedIn,8.151943462897526,8.151943462897526
5240,36,9.26,3.92,5.55,65,6.72,7.71,Medium,Instagram,1.1473214285714286,1.1473214285714286
5241,43,11.36,6.02,8.03,95,7.36,47.93,Medium,Instagram,6.5122282608695645,6.5122282608695645
5242,17,5.38,1.67,8.36,14,6.44,33.07,Low,Snapchat,5.135093167701863,5.135093167701863
5243,24,3.27,2.52,4.71,21,3.18,43.18,High,Instagram,13.578616352201257,13.578616352201257
5244,38,7.06,1.25,7.12,48,7.62,1.86,Medium,Instagram,0.2440944881889764,0.2440944881889764
5245,30,2.22,6.99,3.47,37,9.37,72.4,Low,YouTube,7.7267876200640355,7.7267876200640355
5246,28,4.18,2.72,5.46,7,9.57,20.86,High,YouTube,2.179728317659352,2.179728317659352
5247,38,3.29,5.71,5.92,7,7.12,37.46,High,YouTube,5.26123595505618,5.26123595505618
5248,32,5.36,6.65,7.59,102,8.56,40.84,Low,Snapchat,4.771028037383178,4.771028037383178
5249,17,2.22,7.26,8.35,99,9.81,7.56,High,LinkedIn,0.7706422018348623,0.7706422018348623
5250,35,1.35,1.3,5.02,83,1.39,37.19,High,Twitter,26.755395683453237,26.755395683453237
5251,35,8.22,7.2,6.17,36,5.29,90.08,Low,Snapchat,17.02835538752363,17.02835538752363
5252,18,7.71,1.98,6.88,71,3.62,89.43,High,LinkedIn,24.704419889502763,24.704419889502763
5253,27,8.79,6.03,4.97,77,5.27,3.43,Low,Instagram,0.6508538899430741,0.6508538899430741
5254,17,8.26,5.97,8.91,83,9.25,3.95,Medium,Snapchat,0.42702702702702705,0.42702702702702705
5255,29,2.26,0.56,8.25,98,9.85,59.8,Low,LinkedIn,6.071065989847716,6.071065989847716
5256,31,4.2,2.15,4.78,24,9.14,21.28,Medium,Snapchat,2.3282275711159737,2.3282275711159737
5257,34,2.42,4.19,6.05,81,2.77,89.95,Medium,Instagram,32.47292418772563,32.47292418772563
5258,49,10.27,3.65,4.39,53,8.23,48.8,Medium,Instagram,5.9295261239368156,5.9295261239368156
5259,21,9.22,7.39,6.09,110,8.36,33.25,Low,Snapchat,3.9772727272727275,3.9772727272727275
5260,28,3.22,3.2,7.1,20,6.21,95.37,Low,Snapchat,15.357487922705316,15.357487922705316
5261,37,4.75,7.53,3.51,100,7.43,32.47,Low,Twitter,4.370121130551817,4.370121130551817
5262,33,11.63,3.95,8.22,110,9.15,32.76,Medium,YouTube,3.5803278688524585,3.5803278688524585
5263,27,7.54,7.73,6.56,58,9.95,14.18,High,LinkedIn,1.4251256281407036,1.4251256281407036
5264,45,9.81,6.03,8.94,30,1.36,23.0,High,Instagram,16.91176470588235,16.91176470588235
5265,22,3.91,6.72,3.15,5,3.31,76.29,Low,Instagram,23.048338368580062,23.048338368580062
5266,47,3.31,1.29,7.99,41,9.41,76.21,High,LinkedIn,8.098831030818278,8.098831030818278
5267,34,9.62,4.9,7.75,118,3.96,39.27,Medium,Snapchat,9.916666666666668,9.916666666666668
5268,21,8.54,1.57,3.8,51,1.96,35.59,Medium,Twitter,18.158163265306126,18.158163265306126
5269,35,8.49,2.73,5.01,46,3.82,42.42,High,LinkedIn,11.104712041884818,11.104712041884818
5270,42,7.08,5.18,8.31,83,5.67,30.78,High,Snapchat,5.428571428571429,5.428571428571429
5271,22,7.2,5.95,6.11,27,4.47,61.17,Medium,Instagram,13.684563758389263,13.684563758389263
5272,20,9.09,0.79,5.41,104,8.09,83.82,Low,Snapchat,10.360939431396785,10.360939431396785
5273,26,3.97,4.48,8.43,35,6.5,1.93,Low,YouTube,0.2969230769230769,0.2969230769230769
5274,30,4.88,4.74,3.56,39,4.91,93.66,High,Twitter,19.075356415478613,19.075356415478613
5275,18,10.59,1.09,5.84,89,9.98,12.68,High,YouTube,1.2705410821643286,1.2705410821643286
5276,20,4.4,4.26,6.91,12,8.97,90.07,Low,YouTube,10.041248606465997,10.041248606465997
5277,38,7.01,5.85,6.65,48,8.76,24.12,High,Snapchat,2.753424657534247,2.753424657534247
5278,24,8.73,0.9,4.59,3,6.11,91.79,High,Snapchat,15.02291325695581,15.02291325695581
5279,30,12.0,6.2,6.38,97,8.02,78.95,High,LinkedIn,9.844139650872819,9.844139650872819
5280,18,5.79,4.82,7.25,100,4.02,27.65,Medium,Instagram,6.878109452736319,6.878109452736319
5281,44,5.71,6.75,6.51,63,3.97,3.8,Low,Twitter,0.9571788413098236,0.9571788413098236
5282,21,10.27,2.14,7.11,97,9.03,71.87,High,YouTube,7.959025470653379,7.959025470653379
5283,32,9.86,6.75,4.54,79,6.37,82.35,High,Snapchat,12.92778649921507,12.92778649921507
5284,41,9.04,1.21,8.0,22,4.09,68.3,High,Instagram,16.69926650366748,16.69926650366748
5285,36,6.1,3.53,5.7,57,8.61,38.78,High,LinkedIn,4.504065040650407,4.504065040650407
5286,23,4.56,2,8.92,86,4.98,13.61,High,Snapchat,2.7329317269076303,2.7329317269076303
5287,36,7.7,7.07,3.14,14,4.6,35.36,High,LinkedIn,7.6869565217391305,7.6869565217391305
5288,26,10.64,5.79,5.28,88,1.24,27.59,Medium,Snapchat,22.25,22.25
5289,23,10.72,0.69,4.08,92,7.11,72.59,Medium,Twitter,10.20956399437412,10.20956399437412
5290,39,2.19,0.57,6.33,99,5.79,16.78,Medium,YouTube,2.898100172711572,2.898100172711572
5291,29,5.71,2.68,4.46,78,3.81,82.13,Medium,LinkedIn,21.556430446194224,21.556430446194224
5292,29,6.11,1.57,7.42,100,2.25,61.58,High,LinkedIn,27.36888888888889,27.36888888888889
5293,25,11.75,5.23,8.29,98,2.64,48.77,High,LinkedIn,18.473484848484848,18.473484848484848
5294,27,8.46,5.48,4.27,45,3.02,36.66,High,Snapchat,12.139072847682119,12.139072847682119
5295,49,5.48,7.56,3.96,38,8.79,51.24,Medium,LinkedIn,5.829351535836178,5.829351535836178
5296,25,1.29,7.64,8.25,46,5.33,54.47,Medium,Snapchat,10.21951219512195,10.21951219512195
5297,32,7.22,5.44,5.17,36,7.26,24.46,Medium,Snapchat,3.3691460055096423,3.3691460055096423
5298,32,2.06,0.54,5.61,40,5.15,98.89,Low,Twitter,19.201941747572814,19.201941747572814
5299,18,10.18,3.19,4.33,91,5.26,91.05,High,Snapchat,17.309885931558934,17.309885931558934
5300,46,9.28,4.35,5.55,44,8.4,39.69,Medium,Instagram,4.725,4.725
5301,16,6.07,4.24,4.39,29,7.94,26.15,Medium,LinkedIn,3.2934508816120904,3.2934508816120904
5302,27,5.72,5.03,7.0,70,3.09,31.4,High,YouTube,10.161812297734627,10.161812297734627
5303,19,10.87,7.7,5.99,67,6.63,98.04,Low,LinkedIn,14.787330316742082,14.787330316742082
5304,28,4.17,7.14,7.73,6,7.12,41.3,Medium,Instagram,5.800561797752809,5.800561797752809
5305,49,3.74,1.32,4.88,96,4.64,91.28,Low,Snapchat,19.67241379310345,19.67241379310345
5306,36,11.33,2.49,6.03,46,1.61,6.84,Medium,Twitter,4.248447204968944,4.248447204968944
5307,37,9.9,6.75,4.56,46,4.34,77.9,Medium,Snapchat,17.94930875576037,17.94930875576037
5308,19,10.03,6.68,8.61,81,4.22,76.45,High,Twitter,18.116113744075832,18.116113744075832
5309,33,3.15,2.57,6.13,78,7.22,65.45,Low,YouTube,9.065096952908588,9.065096952908588
5310,20,2.58,5.98,4.04,98,8.29,12.99,Medium,LinkedIn,1.5669481302774428,1.5669481302774428
5311,34,1.29,5.54,4.64,100,4.56,98.16,High,Snapchat,21.526315789473685,21.526315789473685
5312,17,3.61,4.05,3.5,59,6.81,22.07,Medium,Twitter,3.2408223201174744,3.2408223201174744
5313,27,9.52,2.01,3.17,4,6.79,71.26,High,Twitter,10.494845360824742,10.494845360824742
5314,32,3.64,7.16,6.16,47,6.83,75.4,Medium,Instagram,11.039531478770133,11.039531478770133
5315,25,9.02,5.58,5.02,86,5.99,76.23,High,Instagram,12.726210350584308,12.726210350584308
5316,49,3.77,1.77,8.78,73,6.66,82.77,Medium,LinkedIn,12.427927927927927,12.427927927927927
5317,21,5.35,5.79,4.03,88,8.81,98.92,High,Twitter,11.228149829738932,11.228149829738932
5318,23,11.81,6.06,7.76,21,9.3,10.5,High,YouTube,1.129032258064516,1.129032258064516
5319,26,3.69,7.15,4.9,94,1.83,47.75,Low,Twitter,26.092896174863387,26.092896174863387
5320,27,5.14,2.17,4.34,22,1.11,97.51,High,Twitter,87.84684684684684,87.84684684684684
5321,24,4.31,7.92,8.82,91,5.67,88.33,Low,Snapchat,15.578483245149911,15.578483245149911
5322,17,2.21,1.65,7.82,44,4.72,99.07,High,Snapchat,20.989406779661017,20.989406779661017
5323,23,6.39,5.01,6.78,78,5.06,58.66,High,Instagram,11.592885375494072,11.592885375494072
5324,26,5.17,5.43,7.18,103,5.13,67.61,High,Snapchat,13.17933723196881,13.17933723196881
5325,25,8.64,3.64,8.95,51,9.06,27.12,High,Twitter,2.9933774834437084,2.9933774834437084
5326,36,9.99,4.06,6.56,70,6.73,46.37,Low,Snapchat,6.890044576523031,6.890044576523031
5327,35,6.99,7.18,3.61,45,4.98,3.07,High,Instagram,0.6164658634538152,0.6164658634538152
5328,23,1.35,5.34,3.39,37,5.09,72.25,High,LinkedIn,14.194499017681729,14.194499017681729
5329,44,7.81,4.23,7.0,39,8.6,92.66,High,YouTube,10.774418604651164,10.774418604651164
5330,27,1.61,1.46,6.95,14,2.95,12.1,High,Twitter,4.101694915254237,4.101694915254237
5331,29,7.78,0.56,7.49,112,1.13,45.98,High,YouTube,40.690265486725664,40.690265486725664
5332,36,8.54,1.44,3.65,68,5.3,62.69,High,LinkedIn,11.828301886792453,11.828301886792453
5333,37,3.18,7.67,8.67,11,9.64,63.59,Medium,Twitter,6.596473029045643,6.596473029045643
5334,36,10.01,6.23,6.31,76,8.33,31.35,Low,YouTube,3.7635054021608645,3.7635054021608645
5335,45,11.02,7.75,6.9,66,4.68,2.96,Low,LinkedIn,0.6324786324786326,0.6324786324786326
5336,35,9.94,0.77,3.21,56,2.58,88.89,High,Twitter,34.45348837209302,34.45348837209302
5337,39,4.36,5.6,8.77,18,6.13,10.09,Medium,LinkedIn,1.6460032626427405,1.6460032626427405
5338,38,7.45,0.83,6.38,89,8.92,18.59,Medium,Twitter,2.0840807174887894,2.0840807174887894
5339,22,11.06,6.37,6.38,29,7.46,96.32,Low,Twitter,12.911528150134048,12.911528150134048
5340,24,4.53,3.36,8.66,91,5.86,50.54,Medium,LinkedIn,8.62457337883959,8.62457337883959
5341,16,10.02,1.22,8.58,78,7.61,87.53,Medium,Instagram,11.501971090670171,11.501971090670171
5342,41,1.1,4.76,4.32,17,9.68,89.8,Low,YouTube,9.276859504132231,9.276859504132231
5343,37,1.04,2.6,8.59,116,5.97,98.95,Low,Instagram,16.57453936348409,16.57453936348409
5344,25,9.36,5.45,7.42,115,6.0,5.03,Low,Snapchat,0.8383333333333334,0.8383333333333334
5345,21,9.38,5.44,3.11,62,5.31,6.25,High,YouTube,1.177024482109228,1.177024482109228
